Calender_Year_Year End,Name,Ticker,Primary_Prospectus_Benchmark,#_of_Holdings,Turnover_Ratio,Total_Market_Value,P_B,P_C,P_E,P_S,Debt_to_Capital,Net_Margin,ROA,ROE,Equity_Style_Factor_P_E,Equity_Style_Factor_P_B,Equity_Style_Factor_P_S,Equity_Style_Factor_P_C,Equity_Style_Factor_Div_Yld,Equity_Style_Factor_LT_Earn_Growth,Equity_Style_Factor_Hist_Earn_Growth,Equity_Style_Factor_BV_Growth,Equity_Style_Factor_Sales_Growth,Equity_Style_Factor_CF_Growth,1Yr_Return,1Yr_Return_BM
2005,Morgan Stanley Inst Emerging Mkts I,MGEMX,MSCI EM NR USD,229,59,"1,870,160,418",3.17,10.89,15.99,1.38,8.24,12.32,9.65,22.72,14.53,2.19,1.1,5.02,2.5,15.64,24.56,10.51,16.38,13.94,38,32.14
2005,AB Emerging Markets,SNEMX,MSCI EM NR USD,189,54,"1,873,356,682",2.43,7.88,11.28,1.18,3.78,13.61,9.9,24.2,5.64,1.87,0.95,4.44,3.26,15.27,21.05,8.66,17.84,23.29,28.89,32.14
2005,Templeton Developing Markets A,TEDMX,MSCI EM NR USD,171,35,"4,198,491,224",2.44,7.41,12.39,0.95,2.18,16.09,10.1,21.55,12.32,1.81,0.95,3.99,3.7,13.25,18,-37.19,12.65,-52.84,28.29,32.14
2005,Oppenheimer Developing Markets A,ODMAX,MSCI EM NR USD,186,28,"7,241,050,913",2.63,9.9,12.94,1.09,4.88,15.58,10.37,22.82,14.52,1.97,0.93,4.62,2.86,15.54,-0.89,0.49,14.79,10.85,25.19,32.14
2005,Paradigm Opportunity,PFOPX,Russell 2000 TR USD,36,129,"3,283,558",2.3,12.76,17.9,1.69,25.04,11.71,7.69,11.02,17.15,1.93,1.51,7.28,0.64,17.44,29.23,13.15,12.43,13.2,11.39,18.37
2005,Royce Dividend Value Svc,RYDVX,Russell 2000 TR USD,82,4,"3,318,547",2.22,13.75,20.36,1.66,,16.02,10.87,15.6,19.49,2.17,1.61,11.16,3.11,11.62,5.51,9.08,5.93,-2.42,19.87,18.37
2005,Cambiar Small Cap Inv,CAMSX,Russell 2000 TR USD,50,36,"4,361,509",2.18,11.72,19.72,1.16,34.72,7.55,7.02,12.64,17.72,1.92,1,7.51,0.35,14.3,6.2,10.88,10.92,-2.08,21.15,18.37
2005,STAAR Smaller Company Stock,SITSX,Russell 2000 TR USD,14,23,"5,026,064",1.99,10.95,17.14,0.88,29.56,8.34,6.8,11.92,15.44,1.81,0.8,6.31,0.8,14,10.04,5.74,8.28,2.79,14.22,18.37
2005,MH Elite Small Cap Fund of Funds,MHELX,Russell 2000 TR USD,20,29,"5,545,995",2.37,11.34,17.3,1.01,28.5,8.73,7.49,13.12,16.48,2.16,0.92,6.65,0.57,14.57,16.75,5.9,6.31,10.03,13.18,18.37
2005,TETON Westwood SmallCap Equity AAA,WESCX,Russell 2000 TR USD,58,108,"9,066,530",2.35,10.13,19.06,1.29,41.9,12.01,7.36,15.97,17.02,2.09,1.22,8.04,1.01,12.7,18.45,8.08,8.01,9.13,22.44,18.37
2005,Conestoga Small Cap Investors,CCASX,Russell 2000 TR USD,42,24,"10,560,610",4.06,16.4,22.94,2.58,,16.8,15,24.59,22.04,3.72,2.53,14.4,1.17,15.72,17.79,14.6,13.22,10.84,9.45,18.37
2005,Meeder Aggressive Growth Retail,FLAGX,Russell 2000 TR USD,14,181,"11,656,792",2.8,10.7,17.11,1.31,32.89,12.99,9.26,17.94,16.77,2.52,1.19,6.46,1.64,13.06,22.86,9.24,7.93,12.67,13.54,18.37
2005,Delaware Small Cap Core I,DCCIX,Russell 2000 TR USD,215,104,"12,706,409",2.25,11.72,17.27,1.1,33,10.63,7.78,12.78,16.33,2.02,1.04,8.59,1.04,13.92,21.8,7.41,9.61,4.11,17.06,18.37
2005,Royce Small-Cap Leaders Svc,RYOHX,Russell 2000 TR USD,93,60,"16,102,729",2.7,14.7,21.14,1.45,12.54,9.65,9.18,14.21,20.44,2.6,1.37,11.79,0.89,13.92,15.95,8.19,10.09,8.36,13.7,18.37
2005,Saratoga Small Capitalization I,SSCPX,Russell 2000 TR USD,47,17,"17,284,432",1.96,9.19,16.64,0.72,28.15,7.05,6.05,12.47,14.75,1.73,0.73,7.55,1.22,12.61,13.68,12.95,8.06,13.41,15.42,18.37
2005,Hancock Horizon Burkenroad Sm Cp Inv,HHBUX,Russell 2000 TR USD,59,17,"17,345,422",2.43,10.01,16.1,1.15,31.09,11.04,10.32,17.84,14.91,2.45,1.08,7.54,0.79,13.93,20.7,7.83,6.4,19.48,16.82,18.37
2005,SSgA Enhanced Small Cap N,SESPX,Russell 2000 TR USD,659,24,"18,257,627",2.22,10.3,18.03,1.05,32.58,8.88,6.62,12.6,17.77,2.04,1.02,7.03,0.87,13.3,7.04,3.38,6.43,6.6,18.38,18.37
2005,Needham Small Cap Growth Retail,NESGX,Russell 2000 TR USD,48,104,"18,972,033",3.49,16.59,25.82,1.97,23.49,11.31,9.07,14.22,23.42,2.65,1.91,10.78,0.13,18.52,29.32,12.55,9.91,19.43,8.52,18.37
2005,Champlain Small Company Adv,CIPSX,Russell 2000 TR USD,76,44,"20,967,288",2.57,13.88,22.76,1.61,25.11,9.98,8.1,12.79,19.64,2.3,1.52,10.24,0.81,14.5,12.07,12.82,11.07,9.74,14.03,18.37
2005,Pacific Advisors Small Cap Value A,PASMX,Russell 2000 TR USD,33,21,"21,260,272",2.42,9.54,17.28,0.85,34.23,9.7,7.67,12.05,16.06,2.24,0.79,3.02,0.17,16.21,26.64,7.16,4.68,12.77,35.05,18.37
2005,Hartford Small Cap Core Y,HSMYX,Russell 2000 TR USD,173,97,"24,306,022",3.47,16.69,24.48,2.14,30.71,11.41,9.1,17.01,22.65,2.82,1.93,10.44,0.45,16.2,19.85,13.17,12.74,14.17,10.66,18.37
2005,Calvert Small Cap A,CCVAX,Russell 2000 TR USD,33,39,"24,602,367",2.34,9.82,21.14,1.01,35.85,10,6.94,15.2,17.67,2.09,1.02,8.73,0.74,11.91,11.97,10.46,6.3,6.67,20.05,18.37
2005,WesMark Small Company Growth,WMKSX,Russell 2000 TR USD,73,62,"27,783,954",2.89,12.89,19.61,1.27,37.32,5.42,4.71,10.05,21.41,2.54,1.19,8.76,0.59,13.98,24.88,6.95,12.74,8.92,9.39,18.37
2005,AMG SouthernSun Small Cap N,SSSFX,Russell 2000 TR USD,23,6,"28,727,620",1.89,11.76,18.98,0.62,30.05,6.67,5.68,11.33,15.72,1.69,0.55,2.42,0.91,11.71,14.8,9.81,9.73,1.47,11.36,18.37
2005,Perritt Ultra MicroCap,PREOX,Russell 2000 TR USD,120,64,"44,361,837",1.77,10.83,18.26,0.6,22.1,4.14,3.41,7.22,15.01,1.56,0.48,6.48,0.28,17.88,6.15,3,2.06,-2.65,16.18,18.37
2005,TETON Westwood Mighty Mites AAA,WEMMX,Russell 2000 TR USD,233,9,"45,273,797",1.94,10.02,20.61,0.77,,4.59,0.46,1.53,14.42,1.75,0.48,7.32,0.97,13.93,7.14,-0.9,-7,-5.85,19.84,18.37
2005,Tributary Small Company Instl,FOSCX,Russell 2000 TR USD,75,7,"45,367,413",2.05,10.39,19.71,1.05,29.11,8,5.65,10.3,18.06,1.83,1,10.09,1.52,11.11,9.73,8.41,9.58,-0.09,16.68,18.37
2005,Homestead Small Company Stock,HSCSX,Russell 2000 TR USD,40,9,"46,981,654",1.82,10.28,18.57,0.9,27.97,10.03,7.53,12.2,16.49,1.56,0.82,9.65,1.55,12.82,2.76,9.54,5.91,-11.79,16.69,18.37
2005,Royce Small/Mid-Cap Premier Service,RGFAX,Russell 2000 TR USD,104,142,"58,761,301",2.29,14.54,20.67,1.32,19.43,8.88,8.18,13.01,16.74,2.21,1.14,10.43,0.6,13.71,15.58,9,9.04,5.85,22.62,18.37
2005,Northern Small Cap Core,NSGRX,Russell 2000 TR USD,93,145,"59,932,238",3.47,13.35,22.72,1.67,25.51,9.97,8.24,16.43,21.69,3.12,1.4,9.09,0.24,16.91,31.17,14.21,14.09,22.67,17.75,18.37
2005,AMG GW&K Small Cap Core N,GWETX,Russell 2000 TR USD,46,10,"67,307,279",2.85,11.52,17.69,1.42,33.65,13.2,9.29,18.99,16.38,2.6,1.44,10.07,1.69,11.45,15.65,11.42,9.55,6.57,11.76,18.37
2005,Timothy Plan Small Cap Value A,TPLNX,Russell 2000 TR USD,45,44,"67,420,059",1.89,10.49,19.15,0.72,31.35,9.48,5.48,9.5,17.1,1.59,0.69,6.33,0.86,14.14,15.81,10.01,4.16,-7.53,19.69,18.37
2005,Aberdeen US Small Cap Equity Inst Svc,GSXIX,Russell 2000 TR USD,195,292,"67,490,908",1.59,7.77,16.69,0.78,37.5,6.02,1.76,5.15,16.17,1.7,0.93,5.96,1.06,12.63,11.33,3.96,7.04,-2.46,29.61,18.37
2005,Quaker Small-Cap Value A,QUSVX,Russell 2000 TR USD,177,127,"68,148,020",2.4,9.62,15.36,0.89,30.03,11.12,10.2,17.82,13.38,2.32,0.88,7.07,0.63,13.88,20.56,6.48,8.62,11.84,16.6,18.37
2005,RBC Small Cap Core I,RCSIX,Russell 2000 TR USD,68,33,"68,580,511",2.04,11.89,19.78,0.77,34.47,7.03,5.92,11.71,17.15,1.87,0.76,10.94,0.7,14.39,13.82,7.52,7.03,-7.58,20.6,18.37
2005,James Small Cap,JASCX,Russell 2000 TR USD,64,94,"80,903,279",1.97,6.81,10.11,0.51,37.47,14.07,13.47,21.47,11.57,1.8,0.42,5.04,1.09,12.31,34.64,9.46,10.99,20.91,12.49,18.37
2005,Cove Street Capital Small Cap Val Instl,CSCAX,Russell 2000 TR USD,39,41,"85,668,888",1.54,10.13,20.11,0.91,49.58,2.27,2.13,7.33,20.62,1.26,0.77,6.99,0.54,11.7,71.42,2.63,1.16,-10.63,13.74,18.37
2005,Highland Small-Cap Equity Y,HSZYX,Russell 2000 TR USD,81,34,"99,952,630",2.75,12.55,18.97,1.38,28.71,10.99,9.46,16.06,17.87,2.58,1.29,9.06,0.76,13.39,24.07,12.3,16.02,14.1,13.23,18.37
2005,Pear Tree Polaris Small Cap Ord,USBNX,Russell 2000 TR USD,64,43,"100,527,192",2.92,12.76,24.14,1.68,34.24,5.58,5.5,9.14,21.69,2.71,1.61,11.7,0.61,15.63,21.23,4.56,9.85,7.36,21.03,18.37
2005,Royce Small-Cap Value Service,RYVFX,Russell 2000 TR USD,66,44,"107,417,263",2.81,12.67,18.47,1.46,12.99,10.74,10.18,16.52,16.92,2.61,1.34,8.19,0.69,13.66,16.26,13.85,14.12,21.28,16.76,18.37
2005,Voya Small Company I,AESGX,Russell 2000 TR USD,127,47,"115,465,416",2.47,14.11,19.7,1.49,26.58,10.58,7.68,13.63,18,2.27,1.42,11.09,0.64,15.9,25.63,9.63,6.45,10.61,16.59,18.37
2005,Virtus KAR Small-Cap Core I,PKSFX,Russell 2000 TR USD,40,22,"134,639,975",2.77,13.09,20.82,1.38,27.33,12.46,11.12,17.51,18.92,2.55,1.3,10.39,0.78,13.34,11.87,12.45,15.33,4.54,12.05,18.37
2005,Hartford Schroders US Small Cap Opps I,SCUIX,Russell 2000 TR USD,147,107,"147,011,047",2.5,12.94,19.73,1.52,35.22,7.82,5.49,10.02,20.29,2.26,1.47,8.75,0.44,14.61,14.23,6.01,7.57,7.37,20.86,18.37
2005,Rice Hall James Small Cap Instl,RHJMX,Russell 2000 TR USD,55,61,"150,001,356",2.25,10.04,17.53,1.03,39.08,7.47,6.39,12.52,17.11,1.99,1.03,8.84,0.92,13.46,11.83,9.35,7.8,-5.25,11.66,18.37
2005,JPMorgan US Small Company L,JUSSX,Russell 2000 TR USD,701,32,"156,059,205",2.22,9.44,15.76,0.91,37.52,9.16,6.04,12.65,15.26,1.96,0.87,6.63,1.02,13.04,17.01,6.54,8.08,6.19,15.87,18.37
2005,Rydex Russell 2000 1.5x Strategy H,RYMKX,Russell 2000 TR USD,638,501,"157,105,069",2.31,10.23,16.67,1.02,33.51,10.92,8.06,14.62,15.56,2.14,0.92,6.14,0.91,13.46,15.68,5.76,9.06,9.75,21.36,18.37
2005,Eaton Vance Tx-Mgd Small-Cap A,ETMGX,Russell 2000 TR USD,112,223,"157,596,465",3.61,16.69,27.02,2.01,31.6,9.54,7.27,11.87,24.71,2.77,1.79,10.83,0.27,15.8,11.3,12.13,6.11,13.94,15.94,18.37
2005,TIAA-CREF Small-Cap Blend Idx Inst,TISBX,Russell 2000 TR USD,"2,015",63,"161,677,316",2.27,11.29,18.48,1.12,34.49,9.02,5.2,10.29,17.79,2.03,1.03,7.29,1.03,13.29,10.33,4.95,6.92,2.68,18.15,18.37
2005,SSgA Dynamic Small Cap N,SVSCX,Russell 2000 TR USD,171,84,"165,098,173",2.53,9.01,16.08,1.02,35.21,11.56,9.35,18.44,14.86,2.41,0.98,6.22,0.5,14.31,21.86,6.6,8.31,11.66,10.86,18.37
2005,JHancock Small Company A,JCSAX,Russell 2000 TR USD,65,169,"165,411,411",2.55,15.03,21.65,1.37,30.64,9.94,8.05,13.36,18.55,2.2,1.34,11.45,1,14.07,13.65,10.09,8.52,1.55,20.74,18.37
2005,Dreyfus Opportunistic Small Cap Inv,DSCVX,Russell 2000 TR USD,90,107,"165,650,175",2,10.6,19.03,0.85,38.24,-0.64,-0.63,3.68,20.98,1.28,0.68,5.92,0.64,13.15,10.37,11.56,6.97,-4.76,5.04,18.37
2005,Berwyn,BERWX,Russell 2000 TR USD,45,31,"185,059,287",1.77,11.41,16.44,0.93,30.69,7.97,6.9,12.13,16.31,1.64,0.92,7.59,1.12,14.03,5.26,8.54,6.26,0.86,6.71,18.37
2005,ProFunds Small Cap Inv,SLPIX,Russell 2000 TR USD,766,475,"186,079,732",2.24,11.35,19.07,1.17,33.59,9.53,5.77,11.08,18.09,2.02,1.12,8.17,1.06,13.45,9.4,5.84,6.86,2.39,15.95,18.37
2005,Great-West Loomis Sayles Sm Cp Val Inv,MXLSX,Russell 2000 TR USD,165,62,"186,194,563",2.34,11.21,18.49,1.07,37.01,9.4,7.27,12.77,17.84,2.08,1.05,4.9,1.04,13.61,17.5,10.17,8.4,5.18,18.02,18.37
2005,Deutsche Small Cap Core S,SSLCX,Russell 2000 TR USD,313,198,"187,092,367",2.31,7.81,16.61,0.9,34.19,10.48,7.55,13.92,15.19,2.14,0.86,5.75,0.89,13.18,14.55,7.68,8.93,16.76,15.64,18.37
2005,PNC Small Cap I,PPCIX,Russell 2000 TR USD,60,54,"212,186,528",2.87,11.95,17.67,1.57,24.53,14.89,11.92,18.86,16.48,2.78,1.49,7.66,0.43,15.72,31.28,15.77,13.55,24.88,11.44,18.37
2005,SA US Small Company,SAUMX,Russell 2000 TR USD,"2,229",9,"216,305,633",2.28,11.49,18.65,0.97,33.94,6.68,4.24,9.21,18.81,2.03,0.87,7.45,0.64,14.02,9.47,4.1,5.65,0.55,14.85,18.37
2005,ProFunds UltraSmall Cap Inv,UAPIX,Russell 2000 TR USD,767,475,"236,058,066",2.24,11.35,19.07,1.17,33.59,9.53,5.77,11.08,18.09,2.02,1.12,8.17,1.06,13.45,9.4,5.84,6.86,2.39,26.09,18.37
2005,First Investors Special Situations A,FISSX,Russell 2000 TR USD,77,112,"241,559,902",2.12,9.83,17.11,0.85,28.16,7.44,7.21,15,17.43,2.04,0.85,6.96,0.96,11.69,12.12,8.78,6.39,6.79,21.6,18.37
2005,VYÂ JPMorgan Small Cap Core Equity S,IJSSX,Russell 2000 TR USD,701,57,"249,988,665",2.22,9.44,15.74,0.91,37.52,9.13,6.02,12.63,15.23,1.96,0.87,6.6,1.03,13.04,16.98,6.59,8.1,6.19,16.63,18.37
2005,Litman Gregory Masters Smlr Coms Instl,MSSFX,Russell 2000 TR USD,73,119,"272,490,628",2.41,13.6,22.79,1.18,28.73,6.83,5.87,9.11,20.71,1.89,1.04,7.96,0.16,15.05,14.53,11.27,6.49,11.86,9.68,18.37
2005,Royce Smaller-Companies Growth Svc,RYVPX,Russell 2000 TR USD,82,62,"279,162,929",2.89,15.87,19.72,1.76,11.89,6.61,5.91,10.17,17.92,2.45,1.44,8.67,0.23,14.82,23.4,6.65,12.92,11.97,19.35,18.37
2005,Principal SmallCap R5,PSBPX,Russell 2000 TR USD,236,137,"294,983,323",2.69,11,17.73,1.12,32.8,11.07,9.32,16.86,15.39,2.53,1.09,6.84,0.75,13.2,23.26,10.42,9.18,24.28,13.95,18.37
2005,Bogle Investment Mgmt Sm Cp Gr Instl,BOGIX,Russell 2000 TR USD,169,129,"325,511,924",2.46,10.68,19.07,0.9,29.53,5.45,6.36,11.4,18.11,2.46,0.83,6.24,0.37,14.18,17.04,-0.73,7.78,10.71,15.48,18.37
2005,GuideStone Funds Small Cap Equity Instl,GSCYX,Russell 2000 TR USD,366,97,"343,876,633",2.55,11.17,16.58,1.09,29.86,11.05,8.77,15.15,15.82,2.33,1.05,5.9,0.61,13.65,21,8.27,9.37,14.04,11.4,18.37
2005,TIAA-CREF Small-Cap Equity Instl,TISEX,Russell 2000 TR USD,"1,281",273,"367,762,351",2.27,10.26,17.45,0.92,33.2,9.47,7.1,13.68,16.77,2.09,0.88,7.07,0.87,13.15,10.17,4.87,6.84,5.67,17.97,18.37
2005,Delafield Fund,DEFIX,Russell 2000 TR USD,51,71,"372,504,240",1.96,9.74,17.44,0.7,33.4,6.69,5.21,14.07,15.85,1.82,0.68,8.29,1.22,12.13,16.43,7.48,6.07,-1.89,20.38,18.37
2005,Brown Capital Mgmt Small Co Inv,BCSIX,Russell 2000 TR USD,44,11,"372,771,975",2.93,18.2,32.18,2.92,22.11,10.3,6.09,9.26,30.01,2.7,2.92,16.03,0.2,18.28,17.19,5.95,6.31,11.11,15.67,18.37
2005,IronBridge Small Cap,IBSCX,Russell 2000 TR USD,127,56,"378,052,256",2.48,12.87,19.06,1.38,24.01,9.67,7.26,12.05,16.43,2.18,1.33,8.35,0.7,14.27,22.74,10.02,10.37,6.75,15.57,18.37
2005,Diamond Hill Small Cap A,DHSCX,Russell 2000 TR USD,58,15,"385,633,580",2.07,8.12,16.26,0.91,40.6,10.48,5.81,8.67,14.95,1.74,0.83,5.71,0.71,12.55,-2.62,9.38,8.51,12.58,7.03,18.37
2005,AMG Managers Emerging Opportunities N,MMCFX,Russell 2000 TR USD,80,68,"404,549,434",2.57,20.84,,1.94,,1.75,-0.71,-1.33,31.25,2.29,1.81,9.74,0.13,20.86,-1.46,-6.9,9.75,4.03,12.26,18.37
2005,State Street Instl Small-Cap Equity Inv,SIVIX,Russell 2000 TR USD,84,33,"426,691,683",2.73,12.66,19.04,1.39,28.78,10.95,9.34,15.87,17.96,2.57,1.3,9.09,0.77,13.44,24.11,11.97,15.98,14.32,13.58,18.37
2005,Northern Small Cap Index,NSIDX,Russell 2000 TR USD,"1,967",31,"429,069,719",2.26,11.27,18.54,1.12,34.53,9.04,5.2,10.27,17.83,2.02,1.03,7.07,1.03,13.31,10.25,4.78,6.95,2.75,17.84,18.37
2005,T. Rowe Price Instl Small-Cap Stock,TRSSX,Russell 2000 TR USD,296,19,"444,537,866",2.52,12.63,22.8,1.38,30.14,8.7,5.8,11.23,20.89,2.23,1.28,8.24,0.6,14.68,12.55,9.67,10.25,5.06,12.8,18.37
2005,FMI Common Stock,FMIMX,Russell 2000 TR USD,48,34,"445,546,287",2.16,10.63,18.15,0.87,27.35,6.37,6.88,13.13,16.82,2,0.86,9.92,1.25,12.16,8.26,12.4,6.84,-3.34,17.14,18.37
2005,Voya Small Company Port I,IVCSX,Russell 2000 TR USD,148,72,"467,043,295",2.5,13.47,19.52,1.35,26.04,10.32,7.57,13.81,17.21,2.32,1.26,9.5,0.68,15.67,25.7,9.4,8.61,12.76,16.8,18.37
2005,JPMorgan Small Cap Equity A,VSEAX,Russell 2000 TR USD,97,70,"489,265,459",2.65,10.63,18.55,1.1,37.11,9.44,7.58,15.67,17.75,2.44,1.03,9.05,0.69,12.31,19.04,11.42,11.77,7.54,18.35,18.37
2005,State Farm Small Cap Index Premier,SMIAX,Russell 2000 TR USD,"1,968",3,"520,893,308",2.27,11.32,18.58,1.12,34.4,9.06,5.27,10.37,17.85,2.03,1.05,7.19,1.04,13.31,10.02,4.78,6.85,2.47,17.1,18.37
2005,Nationwide Small Cap Index R6,GMRIX,Russell 2000 TR USD,"1,960",24,"534,566,476",2.27,11.23,18.54,1.12,34.65,9.01,5.24,10.4,17.81,2.03,1.04,7.12,1.04,13.34,10.43,4.78,7.07,2.64,17.75,18.37
2005,Value Line Small Cap Opportunities Inv,VLEOX,Russell 2000 TR USD,388,44,"535,717,355",3.26,14.81,22.3,1.41,30.15,10.31,9.41,16.64,19.73,2.94,1.32,9.77,0.53,15.02,24.44,12.38,12.42,15.91,11.95,18.37
2005,Perritt MicroCap Opportunities Investor,PRCGX,Russell 2000 TR USD,184,24,"537,839,778",2.1,12.78,19.33,0.76,23.32,4.57,5.19,9.24,18.56,1.94,0.67,5.46,0.28,18.04,-3.45,1.77,3.18,2.41,13.72,18.37
2005,VALIC Company I Small Cap,VCSMX,Russell 2000 TR USD,664,119,"623,073,517",2.34,9.23,16.16,0.94,33.57,9.91,8.1,15.44,15.62,2.2,0.89,5.62,0.72,13.4,18.1,6.82,8.41,13.92,8.41,18.37
2005,Russell Inv US Small Cap Equity I,REBSX,Russell 2000 TR USD,829,156,"633,930,347",2.48,12.24,19.27,1.13,31.54,8.83,6.53,12.07,19.04,2.23,1.05,6.85,0.69,13.56,13.18,6.27,7.58,8.28,16.12,18.37
2005,Royce Micro-Cap Invmt,RYOTX,Russell 2000 TR USD,173,31,"642,820,190",2.19,12.46,18.65,1.32,9.62,4.2,2.58,5.06,17.23,1.87,1.22,6.4,0.29,15.93,12.18,3.49,9.57,6.61,22.31,18.37
2005,Goldman Sachs Small Cap Eq Insghts Instl,GCSIX,Russell 2000 TR USD,320,149,"663,761,159",2.15,8.88,16.34,0.86,28.79,12.26,9.87,16.24,15.17,2.07,0.86,7.58,0.83,13.02,16.87,4.82,8.47,6.87,13.02,18.37
2005,Royce Special Equity Invmt,RYSEX,Russell 2000 TR USD,58,22,"691,359,593",2.05,11.53,16.09,0.79,19.44,6.5,8.56,14.15,14.76,1.87,0.75,4.28,1.53,12.29,13.27,10.81,8.78,-4.72,14,18.37
2005,BNY Mellon Small Cap Multi-Strategy M,MPSSX,Russell 2000 TR USD,141,149,"696,869,708",2.78,12.09,21.62,1.24,33.58,8.03,6.26,12.25,21.21,2.52,1.14,7.9,0.58,14.63,21.64,7.5,4.53,14.34,10.67,18.37
2005,Wells Fargo Small Cap Opportunities Adm,NVSOX,Russell 2000 TR USD,144,7,"730,809,395",2.48,12.97,19.67,1.48,35.43,7.84,5.51,10.11,20.09,2.21,1.42,8.57,0.45,14.49,15.22,6.69,7.93,8.5,21.79,18.37
2005,Gabelli Small Cap Growth AAA,GABSX,Russell 2000 TR USD,516,6,"740,118,897",2.15,11.42,21.05,0.91,37.67,5.14,4.57,10.38,17.52,1.98,0.86,6.3,0.93,12.66,7.15,2.34,3.26,1.14,19.17,18.37
2005,Nuveen Small Cap Select I,ARSTX,Russell 2000 TR USD,121,122,"785,068,902",2.7,12.32,21.6,1.68,26.94,9.06,6.16,11.47,18.91,2.3,1.52,6.4,0.77,14.68,15.82,10.75,10.12,16.89,19.38,18.37
2005,JPMorgan Small Cap Core R5,VSSCX,Russell 2000 TR USD,701,37,"814,117,195",2.22,9.44,15.74,0.91,37.53,9.11,6.03,12.64,15.22,1.96,0.87,6.6,1.03,13.04,16.97,6.65,8.09,6.2,15.5,18.37
2005,Hotchkis & Wiley Small Cap Value I,HWSIX,Russell 2000 TR USD,64,49,"838,152,649",1.54,7.87,13.85,0.61,34.95,4.3,3.73,11.12,14.47,1.48,0.55,3.87,0.54,13.06,5.16,-3.32,3.09,-3.98,2.8,18.37
2005,QS US Small Capitalization Equity I,LMSIX,Russell 2000 TR USD,222,175,"864,753,130",2.42,9.67,13.94,0.92,29.66,8.45,9.13,16.64,12.84,2.33,0.88,6.12,0.44,14.21,26.53,9.78,12.91,19.98,10.82,18.37
2005,VALIC Company I Small Cap Index,VCSLX,Russell 2000 TR USD,"2,023",18,"909,730,674",2.26,11.3,18.54,1.12,34.23,9.05,5.23,10.31,17.82,2.02,1.03,7.08,1.03,13.32,10.33,4.87,7.03,2.92,18.06,18.37
2005,Hennessy Cornerstone Growth Investor,HFCGX,Russell 2000 TR USD,53,89,"1,137,407,790",2.53,8.27,11.81,0.6,40.47,6.52,10.04,25.36,12.07,2.43,0.57,4.11,0.31,11.61,62.28,13.42,15.02,40.71,10.42,18.37
2005,Artisan Small Cap Investor,ARTSX,Russell 2000 TR USD,84,79,"1,171,641,936",2.56,17.1,21.53,1.53,28.84,9.45,7.81,11.58,21.14,2.02,1.36,7.13,0.17,17.13,26.1,11.2,14.02,18.73,6.92,18.37
2005,Columbia Acorn USA Z,AUSAX,Russell 2000 TR USD,165,13,"1,215,781,473",2.83,15.05,23.57,1.9,29.84,6.07,6.71,11.2,21.9,2.55,1.8,6.93,0.4,14.86,10.62,7.92,7.97,11.33,8.28,18.37
2005,Sentinel Small Company A,SAGWX,Russell 2000 TR USD,91,64,"1,385,316,836",2.85,13.63,21.86,1.84,27.56,11.14,9.17,14.39,19.14,2.72,1.8,10.48,0.59,15.85,18.15,14.66,12.15,16.45,15.46,18.37
2005,Columbia Disciplined Small Core Z,SMCEX,Russell 2000 TR USD,262,16,"1,469,553,919",1.93,10.81,18.58,0.9,31.81,5.48,4.07,8.84,17.8,1.77,0.87,8.24,0.72,13.31,8.05,7.77,5.83,-3.89,16.2,18.37
2005,Wasatch Core Growth,WGROX,Russell 2000 TR USD,71,42,"1,668,078,347",2.35,13.75,15.32,1.48,20.43,15.47,12.09,17.82,14.96,2.01,1.41,7.37,0.93,14.84,22.43,16.53,14.71,20.99,6.68,18.37
2005,Royce Opportunity Invmt,RYPNX,Russell 2000 TR USD,274,42,"1,788,359,120",1.63,12.23,18.55,0.73,31.72,1.43,1.14,1.76,20.43,1.46,0.71,8.29,0.46,14.61,-3.06,-0.33,1.92,-8.18,18.76,18.37
2005,Royce Pennsylvania Mutual Invmt,PENNX,Russell 2000 TR USD,213,26,"2,622,640,215",2.37,12.61,19.38,1.4,14.28,10.62,9.51,14.12,17.73,2.28,1.31,7.96,0.77,14.76,12.22,10.9,11.29,8.52,14.78,18.37
2005,Longleaf Partners Small-Cap,LLSCX,Russell 2000 TR USD,28,17,"2,731,770,696",1.75,11.27,21.76,1.08,31.2,5.02,3.35,6.95,20.77,1.76,0.98,8.06,0.93,12.69,20.31,5.93,3.66,-2.91,22.33,18.37
2005,Lord Abbett Small Cap Value A,LRSCX,Russell 2000 TR USD,115,71,"2,753,798,802",2.17,11.32,18.34,0.9,35.12,7.3,6.45,12.26,17.4,2.01,0.87,8.87,0.68,13.86,15.12,7.39,8.22,-1.19,20.42,18.37
2005,American Century Small Company Inv,ASQIX,Russell 2000 TR USD,277,132,"3,686,437,448",2.39,7.38,14.25,0.73,36.95,8.51,9.67,19.55,13.14,2.33,0.7,4.5,0.65,12.13,20.27,6.16,5.82,17.57,6.15,18.37
2005,Royce Low Priced Stock Svc,RYLPX,Russell 2000 TR USD,172,21,"3,755,225,822",2.35,13.63,20.9,1.41,14.77,5.43,4.36,7.33,19.26,2,1.27,7.84,0.45,15.49,6.58,7.61,12.04,9.81,18.97,18.37
2005,ClearBridge Small Cap C,LMASX,Russell 2000 TR USD,40,18,"3,940,458,343",2.37,12.61,16.86,1.48,46.57,8.45,5.45,16.45,18.7,1.66,1.33,7.44,0.47,13.38,11.42,8.78,13.11,13.75,7.8,18.37
